Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Business_Travel,Distance_From_Home,Monthly_Income,Bonus,Overtime,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Training_Times_Last_Year,Percent_Salary_Hike,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Total_Working_Years,Projects_Completed,Absenteeism_Days,Remote_Work,Manager_Rating,Attrition
101056,25,Female,IT,Executive,Diploma,Divorced,Frequently,6.0,4459.0,2223,No,1.0,2,3,2,5,5,12,0,0,0,0,1,12,Yes,5,No
101057,48,Male,IT,Specialist,Diploma,Single,Frequently,21.0,7820.0,1299,Yes,2.0,1,1,4,3,5,21,7,6,6,20,10,11,No,5,No
101058,34,Female,Sales,Analyst,Bachelor,Married,Non-Travel,4.0,5572.0,1931,No,1.0,1,2,4,4,5,20,5,3,5,8,6,8,Yes,4,No
101059,49,Male,Marketing,Executive,PhD,Divorced,Non-Travel,18.0,10372.0,1329,Yes,1.0,3,1,2,3,6,10,6,3,3,25,11,18,Yes,4,No
101060,57,Female,Customer Support,Associate,Bachelor,Divorced,Rarely,17.0,10352.0,5202,No,1.0,2,1,4,3,4,15,0,0,0,31,4,2,Yes,2,No
101061,59,Male,Customer Support,Engineer,Bachelor,Single,Non-Travel,25.0,9715.0,5893,No,1.0,4,1,4,3,2,10,24,2,0,32,10,12,No,5,No
101062,35,Female,Marketing,Executive,PhD,Single,Rarely,28.0,6112.0,2327,No,2.0,3,4,1,5,1,15,7,5,3,8,5,12,Yes,5,No
101063,24,Male,Customer Support,Engineer,PhD,Single,Frequently,16.0,4470.0,2534,No,4.0,4,4,1,3,4,10,0,0,0,0,10,3,No,2,No
101064,59,Male,Customer Support,Associate,Master,Divorced,Rarely,19.0,10064.0,1482,No,4.0,4,4,2,3,0,10,2,1,2,31,15,9,No,2,No
101065,23,Male,HR,Specialist,PhD,Single,Rarely,5.0,2157.0,1488,Yes,4.0,1,3,3,5,5,20,0,0,0,0,9,12,No,3,No
101066,52,Female,HR,Engineer,Master,Divorced,Frequently,27.0,10306.0,5426,Yes,4.0,4,2,2,5,0,21,17,5,6,27,6,6,No,3,No
101067,31,Male,Customer Support,Analyst,Bachelor,Married,Non-Travel,2.0,5945.0,5886,Yes,3.0,3,3,1,4,6,13,1,1,1,10,14,4,Yes,2,No
101068,58,Male,Operations,Specialist,Diploma,Divorced,Rarely,16.0,11738.0,7104,No,1.0,3,4,3,3,1,13,1,1,0,37,13,0,No,5,No
101069,32,Female,Marketing,Executive,PhD,Single,Rarely,15.0,4738.0,7410,Yes,4.0,4,2,1,3,5,24,1,1,1,4,6,2,Yes,4,No
101070,59,Male,HR,Engineer,PhD,Married,Non-Travel,16.0,11745.0,2316,Yes,4.0,3,3,4,5,1,10,20,3,1,33,14,6,Yes,2,No
101071,29,Female,Finance,Engineer,Master,Single,Rarely,9.0,5105.0,7625,No,1.0,1,1,4,3,2,16,3,2,3,5,13,18,No,4,No
101072,44,Female,Operations,Specialist,Master,Married,Non-Travel,19.0,5554.0,2251,No,1.0,1,2,3,4,6,14,9,7,4,15,10,14,No,5,No
101073,25,Male,Operations,Specialist,Master,Single,Frequently,3.0,5024.0,5784,No,3.0,4,3,3,5,4,24,1,1,0,2,13,17,Yes,4,No
101074,59,Male,R&D,Executive,PhD,Married,Non-Travel,22.0,10988.0,1597,No,1.0,1,3,4,3,6,21,13,6,7,36,1,2,Yes,2,Yes
101075,60,Male,IT,Executive,Diploma,Divorced,Non-Travel,11.0,9047.0,4819,No,3.0,1,1,1,3,5,15,11,3,7,31,11,2,Yes,4,No
101076,34,Male,HR,Engineer,PhD,Married,Rarely,22.0,6431.0,4157,No,3.0,3,1,3,3,0,19,1,1,1,7,6,9,No,4,No
101077,28,Male,HR,Executive,Master,Divorced,Rarely,21.0,4973.0,5218,No,4.0,3,3,4,3,6,25,3,0,1,4,4,20,Yes,4,No
101078,27,Female,Finance,Analyst,Diploma,Single,Non-Travel,18.0,4357.0,1275,Yes,2.0,1,1,4,5,3,21,0,0,0,1,9,18,No,5,Yes
101079,27,Male,HR,Manager,Diploma,Single,Non-Travel,2.0,5979.0,2278,Yes,4.0,3,1,4,3,2,10,5,5,1,6,7,5,Yes,3,No
101080,56,Male,Finance,Specialist,Bachelor,Married,Frequently,3.0,10951.0,6746,No,1.0,1,1,2,4,3,21,18,5,5,32,14,18,No,3,No
101081,45,Female,IT,Analyst,Diploma,Divorced,Non-Travel,25.0,5718.0,4872,No,2.0,3,1,1,5,1,18,6,5,2,16,14,9,No,5,No
101082,24,Female,Marketing,Analyst,PhD,Married,Frequently,25.0,3319.0,1112,No,2.0,1,3,1,4,2,20,0,0,0,0,8,19,No,4,No
101083,39,Female,Sales,Engineer,Diploma,Married,Non-Travel,1.0,8085.0,2837,Yes,3.0,4,4,2,5,6,16,10,9,2,15,8,3,Yes,5,No
101084,56,Male,Sales,Manager,PhD,Divorced,Rarely,25.0,9388.0,5531,No,3.0,2,1,2,4,6,14,7,1,2,29,8,8,No,2,Yes
101085,24,Female,Marketing,Engineer,Master,Single,Rarely,4.0,4232.0,1287,No,1.0,4,4,4,4,3,17,1,0,1,1,5,8,No,5,No
101086,22,Male,Sales,Specialist,Diploma,Single,Non-Travel,28.0,2617.0,2475,No,3.0,2,4,2,3,5,15,0,0,0,0,15,2,No,5,No
101087,26,Male,Sales,Engineer,PhD,Married,Non-Travel,17.0,3020.0,4128,Yes,3.0,1,2,2,3,3,11,0,0,0,0,1,20,No,5,No
101088,41,Male,Marketing,Specialist,PhD,Divorced,Rarely,28.0,8098.0,1875,No,3.0,4,4,1,4,4,19,12,10,4,15,5,5,Yes,2,No
101089,40,Female,HR,Engineer,PhD,Married,Rarely,9.0,7416.0,1323,No,2.0,4,4,2,5,4,10,11,3,8,15,4,6,Yes,2,No
101090,28,Male,HR,Associate,Bachelor,Divorced,Rarely,27.0,5647.0,6161,No,4.0,3,2,1,3,3,22,4,2,3,6,2,19,No,5,No
101091,58,Male,R&D,Executive,Master,Married,Rarely,7.0,10547.0,1721,No,1.0,2,2,3,3,5,15,22,5,8,31,10,10,Yes,5,No
101092,50,Female,R&D,Associate,PhD,Married,Rarely,19.0,8383.0,5176,No,1.0,2,4,4,3,4,11,5,4,3,25,11,6,Yes,2,No
101093,47,Female,Sales,Specialist,PhD,Single,Frequently,6.0,9008.0,4211,No,2.0,4,3,1,3,5,22,15,2,4,20,12,10,Yes,3,No
101094,46,Male,Finance,Executive,Bachelor,Single,Frequently,13.0,8045.0,5545,Yes,2.0,2,3,1,3,4,18,21,5,1,25,2,20,No,4,No
101095,38,Male,Finance,Analyst,Bachelor,Single,Non-Travel,12.0,7854.0,7175,Yes,4.0,4,2,2,4,0,16,16,0,3,17,4,18,No,2,No
101096,54,Male,R&D,Analyst,Diploma,Single,Frequently,16.0,9028.0,3350,No,1.0,4,1,4,3,3,13,10,10,3,31,7,7,Yes,4,No
101097,54,Male,IT,Engineer,Bachelor,Married,Frequently,6.0,9366.0,2221,No,4.0,4,1,4,5,4,17,23,0,3,28,4,9,Yes,4,No
101098,60,Male,Marketing,Specialist,Bachelor,Married,Non-Travel,12.0,12602.0,3748,No,1.0,4,2,1,3,3,11,2,1,1,38,1,18,Yes,5,No
101099,48,Male,IT,Executive,Master,Single,Non-Travel,19.0,8582.0,5348,Yes,4.0,2,4,1,4,1,11,17,7,5,19,2,14,Yes,2,No
101100,57,Male,Finance,Engineer,Diploma,Divorced,Rarely,15.0,11201.0,7527,Yes,4.0,3,2,3,4,6,10,15,1,0,30,8,14,Yes,3,No
101101,45,Female,Sales,Manager,PhD,Single,Rarely,25.0,7859.0,1376,No,4.0,2,1,4,4,6,25,15,5,8,22,8,5,No,2,No
101102,29,Male,R&D,Associate,PhD,Single,Non-Travel,23.0,4279.0,4734,No,1.0,3,4,1,3,5,19,1,0,1,1,13,5,Yes,2,No
101103,21,Male,Marketing,Analyst,PhD,Single,Frequently,4.0,3232.0,6818,Yes,3.0,1,3,3,3,3,24,0,0,0,0,15,14,Yes,5,No
101104,31,Female,R&D,Analyst,PhD,Married,Non-Travel,6.0,3591.0,4349,No,2.0,3,1,3,5,4,19,4,4,3,4,5,10,Yes,2,Yes
101105,31,Male,Sales,Associate,Bachelor,Single,Non-Travel,5.0,4819.0,1240,No,1.0,4,1,1,5,2,15,2,1,2,3,8,17,No,2,No
101106,32,Male,Finance,Associate,Bachelor,Married,Frequently,20.0,6172.0,4290,Yes,2.0,4,3,3,3,4,20,3,2,0,9,5,13,Yes,5,Yes
101107,45,Male,Customer Support,Engineer,Diploma,Divorced,Frequently,21.0,7976.0,3929,No,1.0,3,2,1,3,0,18,0,0,0,20,8,15,No,4,No
101108,59,Female,R&D,Associate,Master,Single,Non-Travel,7.0,9715.0,1645,No,2.0,3,2,3,3,0,23,5,3,2,34,10,16,No,3,No
101109,44,Male,HR,Analyst,Bachelor,Single,Frequently,30.0,8089.0,5983,Yes,2.0,4,2,3,4,1,14,9,2,4,20,13,0,No,4,No
101110,40,Male,IT,Engineer,Master,Single,Rarely,3.0,6503.0,2348,No,2.0,1,1,2,4,4,10,5,4,2,11,14,12,No,3,No
101111,52,Male,R&D,Associate,Master,Divorced,Non-Travel,14.0,8795.0,3286,No,3.0,2,2,1,5,6,11,4,1,1,26,15,0,Yes,5,No
101112,23,Female,Sales,Analyst,Master,Divorced,Rarely,15.0,2963.0,7117,Yes,4.0,4,1,3,4,2,21,0,0,0,0,9,9,Yes,5,No
101113,25,Male,R&D,Executive,Master,Divorced,Frequently,1.0,2907.0,4151,No,3.0,4,4,3,5,2,10,0,0,0,0,10,0,No,5,No
101114,34,Male,Operations,Specialist,Diploma,Divorced,Non-Travel,5.0,6531.0,1715,Yes,1.0,1,4,1,3,6,16,7,0,0,10,7,15,Yes,5,No
101115,51,Male,Customer Support,Specialist,Master,Divorced,Rarely,24.0,8142.0,6932,No,4.0,3,4,3,3,2,11,7,6,1,23,2,13,No,3,No
101116,46,Male,Operations,Specialist,Master,Divorced,Rarely,25.0,8457.0,4040,No,2.0,3,4,2,3,3,20,13,3,8,17,9,9,Yes,3,No
101117,35,Female,Sales,Analyst,Bachelor,Divorced,Non-Travel,18.0,5690.0,3180,No,2.0,1,4,3,3,1,22,12,3,5,13,5,13,Yes,4,No
101118,29,Female,Marketing,Manager,Diploma,Divorced,Frequently,4.0,4422.0,1136,Yes,3.0,4,2,4,4,6,21,5,4,0,7,8,6,Yes,4,No
101119,36,Female,Finance,Associate,PhD,Divorced,Frequently,26.0,6152.0,2378,No,3.0,3,2,3,4,0,14,1,0,0,9,7,18,Yes,2,No
101120,27,Male,Sales,Analyst,PhD,Single,Non-Travel,29.0,3291.0,2143,No,3.0,1,3,3,3,0,14,0,0,0,1,5,7,No,5,No
101121,58,Male,Marketing,Manager,PhD,Single,Frequently,30.0,11281.0,2173,Yes,1.0,4,2,4,5,2,12,21,8,8,33,8,19,Yes,3,No
101122,42,Female,Finance,Executive,Diploma,Married,Rarely,23.0,6951.0,7215,No,3.0,1,4,1,3,4,24,3,0,2,13,13,19,Yes,2,No
101123,26,Female,IT,Engineer,Bachelor,Single,Frequently,18.0,2784.0,3341,Yes,2.0,1,3,3,5,0,19,0,0,0,1,2,18,Yes,2,Yes
101124,58,Male,HR,Engineer,Master,Divorced,Frequently,12.0,10120.0,4559,No,3.0,4,3,4,5,3,21,24,9,4,33,9,9,No,5,No
101125,43,Female,HR,Associate,Master,Divorced,Frequently,8.0,9607.0,1485,No,4.0,2,2,3,3,3,17,5,2,0,21,3,0,No,2,No
101126,38,Male,HR,Executive,Diploma,Married,Frequently,5.0,5960.0,2955,Yes,2.0,2,2,1,5,3,12,4,4,3,16,4,9,No,2,Yes
101127,51,Male,Operations,Manager,Diploma,Single,Frequently,23.0,8872.0,3006,No,3.0,3,4,3,4,5,18,7,0,7,24,12,18,Yes,3,No
101128,25,Male,Customer Support,Associate,Bachelor,Single,Rarely,13.0,3070.0,4629,No,2.0,2,2,4,3,6,12,0,0,0,0,8,3,No,4,No
101129,53,Female,Marketing,Analyst,Master,Married,Rarely,20.0,9736.0,7418,No,2.0,2,4,4,4,0,12,8,2,0,32,4,16,No,5,No
101130,48,Male,Finance,Manager,Diploma,Divorced,Rarely,24.0,7872.0,1782,No,1.0,3,4,1,3,0,15,15,1,2,26,1,5,Yes,2,No
101131,57,Female,Operations,Analyst,Master,Divorced,Frequently,5.0,11290.0,6261,No,1.0,3,1,3,5,0,24,22,0,2,32,1,12,No,4,No
101132,56,Male,R&D,Manager,Diploma,Divorced,Rarely,23.0,9996.0,6442,Yes,2.0,3,2,2,3,2,22,17,8,5,29,2,1,No,4,No
101133,54,Female,Operations,Engineer,Master,Married,Non-Travel,16.0,11770.0,7416,No,3.0,3,2,4,5,3,17,15,4,1,33,11,6,Yes,3,No
101134,34,Male,Operations,Manager,Bachelor,Divorced,Rarely,6.0,3580.0,7978,No,1.0,2,1,3,4,1,19,1,1,1,5,11,15,Yes,5,No
101135,29,Female,IT,Manager,Bachelor,Divorced,Frequently,10.0,4052.0,1944,Yes,2.0,1,4,1,5,4,13,0,0,0,0,3,10,Yes,4,Yes
101136,27,Male,Marketing,Manager,PhD,Single,Rarely,17.0,3097.0,2468,No,1.0,2,1,2,3,1,18,3,2,0,3,11,13,Yes,3,No
101137,21,Male,Marketing,Manager,PhD,Single,Non-Travel,3.0,4946.0,4941,No,3.0,3,3,4,4,5,10,0,0,0,0,5,16,Yes,3,No
101138,48,Male,R&D,Analyst,Diploma,Married,Non-Travel,7.0,8728.0,3802,No,1.0,1,1,1,3,1,18,19,3,1,23,9,9,Yes,3,No
101139,28,Male,R&D,Specialist,Master,Single,Frequently,25.0,5302.0,6434,No,3.0,3,4,1,3,3,15,3,0,0,5,9,5,Yes,5,No
101140,55,Female,IT,Engineer,Diploma,Married,Frequently,26.0,10755.0,2421,No,3.0,4,1,4,3,6,11,6,1,0,28,3,20,No,3,No
101141,53,Male,Operations,Executive,Bachelor,Single,Non-Travel,12.0,9696.0,7647,No,4.0,2,3,4,3,0,18,8,8,0,27,6,0,No,3,Yes
101142,39,Female,R&D,Specialist,PhD,Divorced,Frequently,17.0,6650.0,5711,Yes,1.0,4,1,1,5,1,12,5,0,2,11,6,20,No,2,No
101143,48,Male,Customer Support,Executive,PhD,Divorced,Frequently,2.0,7442.0,2021,No,3.0,3,4,3,3,6,22,22,5,2,23,5,19,Yes,4,No
101144,43,Male,R&D,Manager,Bachelor,Single,Frequently,9.0,6487.0,4317,No,2.0,2,4,2,3,4,20,0,0,0,16,15,6,Yes,2,No
101145,36,Male,Operations,Manager,Master,Married,Frequently,3.0,4851.0,6906,No,3.0,1,2,2,4,5,20,7,4,7,7,7,12,Yes,3,No
101146,29,Female,HR,Associate,Bachelor,Single,Frequently,7.0,5863.0,3496,No,4.0,3,3,4,3,0,19,2,2,0,8,15,10,Yes,2,Yes
101147,58,Female,Finance,Executive,PhD,Single,Rarely,11.0,11432.0,1147,Yes,3.0,2,1,3,3,1,11,22,8,0,34,8,11,Yes,4,No
101148,52,Male,Operations,Engineer,Bachelor,Divorced,Non-Travel,13.0,9857.0,4544,Yes,3.0,3,3,3,3,3,20,25,2,7,29,5,12,Yes,2,No
101149,59,Female,Marketing,Executive,PhD,Divorced,Non-Travel,15.0,11803.0,6317,Yes,2.0,4,2,3,3,0,19,1,0,0,35,1,12,No,5,No
101150,52,Female,Finance,Specialist,Diploma,Married,Rarely,11.0,8218.0,7567,No,4.0,4,3,3,3,0,11,16,10,7,24,1,11,No,3,No
101151,41,Male,R&D,Analyst,Bachelor,Divorced,Rarely,11.0,7040.0,3074,Yes,1.0,2,2,4,3,1,10,10,9,0,19,3,8,Yes,5,No
101152,29,Female,Sales,Manager,Bachelor,Divorced,Rarely,5.0,5840.0,5510,No,3.0,3,2,3,3,6,12,6,4,1,6,10,5,No,5,No
101153,49,Female,Sales,Specialist,PhD,Divorced,Non-Travel,26.0,8598.0,1210,No,4.0,1,3,4,3,3,16,4,0,2,23,4,8,No,4,No
101154,45,Male,IT,Manager,Diploma,Divorced,Rarely,15.0,7492.0,7073,Yes,2.0,4,4,3,4,6,19,2,0,0,20,1,4,Yes,5,Yes
101155,52,Female,Sales,Executive,PhD,Single,Non-Travel,17.0,9591.0,4500,No,4.0,2,3,1,3,0,15,25,1,5,31,14,14,No,4,No
101156,52,Male,Finance,Executive,Master,Single,Non-Travel,25.0,7800.0,7290,No,4.0,2,4,1,3,2,18,23,2,0,25,4,10,Yes,5,No
101157,36,Male,Operations,Executive,Bachelor,Divorced,Rarely,25.0,6420.0,4185,No,1.0,1,1,4,3,1,24,7,1,6,12,12,20,No,3,No
101158,58,Male,Marketing,Engineer,PhD,Divorced,Non-Travel,6.0,11989.0,1635,No,3.0,2,2,2,3,5,12,3,1,0,33,12,20,Yes,3,No
101159,39,Female,HR,Engineer,Master,Married,Frequently,29.0,6871.0,2275,Yes,2.0,1,1,2,3,2,18,3,0,2,12,15,11,Yes,4,Yes
101160,54,Male,Sales,Associate,PhD,Single,Frequently,24.0,11205.0,3345,No,1.0,2,2,2,4,5,18,16,1,0,31,1,20,No,2,No
101161,24,Female,Operations,Specialist,PhD,Single,Rarely,21.0,4517.0,5670,No,1.0,4,2,2,3,5,16,0,0,0,0,3,2,No,3,No
101162,60,Male,Operations,Analyst,Master,Single,Rarely,12.0,11990.0,4278,No,3.0,4,1,1,3,2,21,12,9,6,34,11,4,Yes,5,No
101163,27,Male,Operations,Associate,Diploma,Married,Frequently,10.0,4311.0,7080,Yes,4.0,2,3,1,3,1,20,1,1,0,1,7,8,No,3,No
101164,47,Female,Finance,Associate,PhD,Single,Non-Travel,27.0,8764.0,1252,Yes,2.0,3,3,2,3,3,25,10,6,2,19,14,14,No,3,No
101165,54,Male,Operations,Analyst,Master,Married,Non-Travel,4.0,9928.0,4717,No,4.0,4,2,1,4,3,18,14,6,0,29,9,3,No,4,No
101166,58,Male,Finance,Engineer,Diploma,Single,Rarely,10.0,10524.0,871,No,3.0,3,4,3,5,4,16,3,2,0,30,13,2,Yes,3,Yes
101167,45,Female,IT,Specialist,Diploma,Married,Non-Travel,18.0,7030.0,6292,No,1.0,4,3,2,3,2,19,19,2,0,21,8,14,No,3,No
101168,39,Male,HR,Analyst,Bachelor,Married,Rarely,29.0,7931.0,4260,Yes,2.0,4,3,3,3,4,21,12,6,8,15,3,7,No,3,No
101169,42,Male,R&D,Specialist,Bachelor,Single,Non-Travel,8.0,5900.0,5145,No,3.0,3,1,3,4,3,15,4,4,4,17,14,1,No,4,No
101170,38,Male,IT,Executive,Bachelor,Married,Non-Travel,19.0,6737.0,6100,No,2.0,4,4,2,3,5,22,1,1,0,17,1,19,No,5,Yes
101171,42,Male,HR,Associate,PhD,Divorced,Rarely,28.0,5861.0,7000,No,4.0,2,4,3,3,5,17,4,1,2,17,7,2,Yes,3,No
101172,51,Male,Customer Support,Executive,PhD,Married,Rarely,22.0,10093.0,579,No,4.0,3,2,4,3,0,17,23,7,1,30,4,10,No,5,No
101173,38,Male,IT,Engineer,Diploma,Married,Frequently,21.0,5715.0,3426,No,1.0,2,4,1,3,1,14,4,3,1,14,6,15,Yes,4,No
101174,39,Female,Marketing,Associate,Master,Single,Non-Travel,4.0,6403.0,5520,No,1.0,2,1,3,3,0,12,3,2,1,13,5,5,Yes,5,No
101175,59,Male,HR,Executive,PhD,Single,Non-Travel,13.0,11033.0,2287,Yes,2.0,4,3,3,4,6,25,7,3,1,34,13,16,No,4,No
101176,22,Male,Operations,Analyst,Master,Single,Non-Travel,,,6664,No,,3,1,1,3,5,21,0,0,0,0,6,19,Yes,4,No
101177,32,Female,Marketing,Executive,Master,Divorced,Frequently,2.0,5455.0,4036,No,4.0,4,4,3,3,6,16,1,1,1,3,10,2,Yes,3,No
101178,53,Male,Operations,Manager,PhD,Single,Rarely,10.0,9355.0,1954,No,2.0,3,1,3,4,2,18,5,4,3,26,7,11,No,5,No
101179,28,Male,Marketing,Manager,Diploma,Single,Frequently,14.0,5317.0,1998,No,3.0,4,1,4,3,4,12,1,1,0,2,15,3,Yes,2,No
101180,47,Female,Finance,Specialist,Diploma,Divorced,Frequently,12.0,8822.0,1000,No,2.0,2,1,4,3,2,23,4,2,4,18,13,11,No,2,Yes
101181,55,Female,Customer Support,Manager,Master,Married,Frequently,11.0,9408.0,4183,No,2.0,2,1,2,3,2,19,9,5,4,28,5,18,No,3,No
101182,26,Male,HR,Executive,Bachelor,Single,Rarely,10.0,2949.0,5929,Yes,2.0,1,4,1,4,4,16,1,0,1,2,8,5,Yes,3,Yes
101183,34,Male,Sales,Manager,Bachelor,Single,Non-Travel,4.0,5544.0,6266,No,2.0,3,3,1,3,6,19,8,0,4,11,8,0,Yes,5,No
101184,43,Male,R&D,Executive,Diploma,Married,Non-Travel,10.0,6327.0,6443,No,4.0,3,3,3,3,2,20,9,0,1,18,8,13,Yes,4,No
101185,56,Female,IT,Specialist,Master,Divorced,Frequently,11.0,11770.0,2571,No,1.0,2,2,1,3,1,13,7,6,2,34,13,10,No,5,No
101186,21,Female,Customer Support,Engineer,PhD,Divorced,Rarely,23.0,2582.0,4356,No,4.0,3,4,3,3,4,21,0,0,0,0,13,7,Yes,2,No
101187,56,Male,Finance,Engineer,Master,Divorced,Non-Travel,,,3011,Yes,,4,3,1,3,3,24,11,9,5,34,14,2,No,4,Yes
101188,51,Female,Customer Support,Associate,PhD,Divorced,Non-Travel,22.0,11335.0,3174,No,4.0,4,2,2,3,3,13,2,2,0,29,9,16,Yes,3,No
101189,36,Female,Marketing,Manager,PhD,Single,Frequently,2.0,6249.0,1810,No,2.0,4,3,2,3,0,20,2,0,0,15,1,7,No,3,No
101190,22,Female,Sales,Associate,Master,Single,Non-Travel,18.0,5124.0,6783,No,2.0,2,1,3,3,4,10,0,0,0,1,13,13,No,3,No
101191,24,Male,Sales,Engineer,Master,Single,Rarely,6.0,3930.0,5840,Yes,4.0,4,4,4,5,6,23,0,0,0,0,7,1,Yes,2,No
101192,33,Female,Sales,Engineer,Diploma,Single,Frequently,22.0,6336.0,6262,Yes,4.0,1,4,4,3,4,11,3,0,1,9,4,16,Yes,2,No
101193,27,Male,Sales,Analyst,Diploma,Divorced,Rarely,15.0,3881.0,4139,No,4.0,3,2,1,4,2,11,1,1,0,1,10,16,Yes,3,No
101194,59,Male,Sales,Engineer,PhD,Divorced,Rarely,28.0,9677.0,4667,Yes,1.0,2,2,4,3,4,25,2,0,1,30,12,18,No,3,No
101195,34,Male,IT,Specialist,PhD,Single,Non-Travel,10.0,6520.0,7544,Yes,2.0,2,2,3,4,3,23,8,0,2,10,6,11,No,5,No
101196,30,Female,Sales,Executive,Master,Divorced,Non-Travel,27.0,3894.0,3817,Yes,2.0,1,4,2,3,3,19,1,0,1,3,2,0,No,5,Yes
101197,34,Female,HR,Engineer,Diploma,Single,Rarely,14.0,5590.0,6846,No,1.0,1,3,4,3,5,18,1,0,1,13,3,19,No,4,No
101198,28,Female,Customer Support,Specialist,Diploma,Single,Rarely,11.0,3734.0,5192,Yes,2.0,1,2,4,5,1,21,6,4,0,6,14,9,No,5,No
101199,51,Male,Operations,Associate,PhD,Married,Non-Travel,7.0,9182.0,5174,No,3.0,4,4,3,3,3,22,11,3,0,30,6,0,No,5,No
101200,42,Male,R&D,Manager,Master,Divorced,Frequently,4.0,6784.0,5307,Yes,1.0,4,2,3,3,3,19,4,4,3,14,7,11,No,4,Yes
101201,44,Male,Customer Support,Manager,Master,Divorced,Non-Travel,30.0,8214.0,5627,No,1.0,4,1,4,3,5,21,8,5,6,21,13,19,Yes,2,Yes
101202,43,Male,Finance,Engineer,Master,Married,Non-Travel,,,3677,Yes,,3,4,4,3,4,18,4,0,3,15,11,2,No,2,No
101203,26,Female,Marketing,Manager,PhD,Single,Rarely,22.0,2680.0,1135,Yes,2.0,3,3,3,3,3,17,0,0,0,0,6,13,No,5,No
101204,32,Male,Marketing,Manager,Diploma,Married,Frequently,27.0,4853.0,2210,Yes,2.0,4,3,3,5,1,10,0,0,0,4,5,0,Yes,2,Yes
101205,35,Male,Finance,Engineer,Bachelor,Divorced,Rarely,26.0,5931.0,3788,Yes,1.0,2,4,3,5,0,17,6,4,3,8,4,2,No,4,No
101206,59,Male,Operations,Specialist,Diploma,Divorced,Rarely,3.0,10781.0,2650,Yes,2.0,2,1,1,4,0,15,22,4,8,34,1,6,Yes,4,No
101207,53,Female,Customer Support,Analyst,PhD,Married,Non-Travel,3.0,9683.0,7125,No,1.0,4,3,1,4,6,12,25,1,6,29,13,0,Yes,2,No
101208,45,Male,R&D,Analyst,Master,Single,Frequently,6.0,9017.0,7630,No,2.0,2,3,1,3,2,13,7,4,4,22,15,20,Yes,5,No
101209,45,Male,Customer Support,Specialist,Master,Divorced,Frequently,14.0,8431.0,915,Yes,1.0,3,2,4,5,0,25,7,6,3,17,10,18,No,2,No
101210,27,Male,Operations,Engineer,Master,Married,Rarely,2.0,4734.0,757,Yes,4.0,2,4,1,3,0,12,0,0,0,1,8,5,Yes,2,No
101211,52,Female,HR,Specialist,Bachelor,Married,Rarely,23.0,8968.0,2683,No,4.0,1,3,1,4,2,18,24,0,2,26,15,6,Yes,3,No
101212,48,Female,HR,Engineer,Bachelor,Divorced,Rarely,15.0,8411.0,4232,Yes,2.0,1,1,3,5,3,24,13,9,1,22,8,1,No,2,No
101213,55,Female,Operations,Associate,Diploma,Single,Frequently,6.0,9776.0,3239,Yes,2.0,4,2,3,3,6,24,25,4,7,26,10,7,No,4,No
101214,43,Male,Operations,Associate,Diploma,Single,Non-Travel,11.0,8810.0,4776,No,3.0,4,4,4,4,4,13,12,10,4,21,13,15,Yes,2,No
101215,52,Male,R&D,Manager,Bachelor,Divorced,Non-Travel,23.0,11029.0,1395,No,3.0,3,4,3,3,1,12,15,5,2,31,6,19,Yes,4,No
101216,37,Female,IT,Associate,Diploma,Married,Frequently,1.0,6816.0,6783,No,3.0,3,4,1,3,6,20,0,0,0,16,3,15,No,4,No
101217,54,Male,HR,Engineer,Diploma,Single,Non-Travel,23.0,8820.0,1488,Yes,2.0,4,3,1,3,5,16,5,1,1,28,12,11,No,4,No
101218,21,Female,Operations,Executive,Diploma,Single,Rarely,25.0,4009.0,6961,Yes,4.0,2,2,1,4,6,23,0,0,0,0,2,18,Yes,2,No
101219,26,Female,Sales,Associate,Diploma,Married,Rarely,13.0,4194.0,7246,No,2.0,1,4,4,5,3,25,0,0,0,5,14,15,No,4,Yes
101220,51,Male,Operations,Analyst,PhD,Single,Non-Travel,15.0,7410.0,7805,No,2.0,2,1,3,4,6,18,19,10,7,24,4,2,No,4,No
101221,27,Female,IT,Manager,PhD,Single,Non-Travel,26.0,2774.0,5496,No,4.0,1,1,3,4,1,13,1,0,1,1,9,8,Yes,3,No
101222,38,Male,Marketing,Manager,Bachelor,Divorced,Non-Travel,18.0,7829.0,1136,No,4.0,1,2,4,3,0,12,1,0,0,16,5,11,No,3,No
101223,53,Female,R&D,Analyst,Master,Married,Non-Travel,13.0,9589.0,3450,Yes,2.0,3,1,3,3,5,18,6,2,4,30,8,20,Yes,2,Yes
101224,38,Female,Sales,Executive,Bachelor,Divorced,Rarely,10.0,6319.0,4547,No,2.0,1,2,1,3,5,25,8,1,8,15,10,14,Yes,5,No
101225,56,Male,Marketing,Manager,Master,Single,Frequently,21.0,10515.0,5074,No,1.0,1,3,2,3,5,10,23,7,2,30,6,9,Yes,3,No
101226,21,Female,IT,Analyst,Diploma,Married,Frequently,14.0,2621.0,4361,No,2.0,2,3,4,3,6,14,0,0,0,0,2,2,No,2,No
